investor_id,days_gap,at_risk_flag
INV003521,89.0,Yes
INV003524,64.16666666666667,Yes
INV003526,88.2,Yes
INV003528,58.625,Yes
INV003530,51.0,Yes
INV003531,76.4,Yes
INV003534,52.714285714285715,Yes
INV003545,90.0,Yes
INV003556,77.6,Yes
INV003557,66.4,Yes
INV003558,39.166666666666664,Yes
INV003559,48.333333333333336,Yes
INV003562,80.5,Yes
INV003564,71.0,Yes
INV003580,72.16666666666667,Yes
INV003581,51.285714285714285,Yes
INV003582,49.333333333333336,Yes
INV003586,54.285714285714285,Yes
INV003592,75.6,Yes
INV003593,78.2,Yes
INV003598,68.0,Yes
INV003599,50.0,Yes
INV003601,45.25,Yes
INV003604,90.2,Yes
INV003607,70.4,Yes
INV003611,68.83333333333333,Yes
INV003613,67.42857142857143,Yes
INV003619,72.0,Yes
INV003625,62.4,Yes
INV003627,59.166666666666664,Yes
INV003630,52.0,Yes
INV003633,78.8,Yes
INV003634,47.8,Yes
INV003635,47.111111111111114,Yes
INV003641,67.0,Yes
INV003642,53.166666666666664,Yes
INV003645,95.2,Yes
INV003649,96.8,Yes
INV003650,33.9,No
INV003654,60.5,Yes
INV003655,49.77777777777778,Yes
INV003658,70.71428571428571,Yes
INV003660,79.0,Yes
INV003669,53.5,Yes
INV003670,70.85714285714286,Yes
INV003672,77.2,Yes
INV003673,68.85714285714286,Yes
INV003678,32.8,No
INV003681,51.0,Yes
INV003683,92.4,Yes
INV003684,98.2,Yes
INV003685,80.2,Yes
INV003686,96.6,Yes
INV003693,71.33333333333333,Yes
INV003695,51.666666666666664,Yes
INV003696,75.8,Yes
INV003697,76.66666666666667,Yes
INV003702,72.66666666666667,Yes
INV003705,78.8,Yes
INV003707,68.6,Yes
INV003708,60.5,Yes
INV003709,80.2,Yes
INV003710,78.6,Yes
INV003711,72.2,Yes
INV003712,79.6,Yes
INV003713,81.5,Yes
INV003718,91.4,Yes
INV003720,74.6,Yes
INV003722,50.666666666666664,Yes
INV003723,61.8,Yes
INV003724,68.0,Yes
INV003733,88.8,Yes
INV003734,59.0,Yes
INV003735,45.857142857142854,Yes
INV003736,77.16666666666667,Yes
INV003738,50.6,Yes
INV003740,51.833333333333336,Yes
INV003741,67.66666666666667,Yes
INV003744,86.8,Yes
INV003745,70.2,Yes
INV003748,56.142857142857146,Yes
INV003757,81.83333333333333,Yes
INV003761,51.857142857142854,Yes
INV003766,65.28571428571429,Yes
INV003767,47.5,Yes
INV003771,50.77777777777778,Yes
INV003772,34.5,No
INV003775,74.0,Yes
INV003779,76.4,Yes
INV003780,57.42857142857143,Yes
INV003781,64.83333333333333,Yes
INV003785,74.2,Yes
INV003787,63.25,Yes
INV003793,72.33333333333333,Yes
INV003795,67.66666666666667,Yes
INV003811,78.66666666666667,Yes
INV003812,50.833333333333336,Yes
INV003813,82.2,Yes
INV003815,72.5,Yes
INV003824,71.5,Yes
INV003825,81.2,Yes
INV003828,30.666666666666668,No
INV003829,48.55555555555556,Yes
INV003830,71.4,Yes
INV003844,68.5,Yes
INV003847,50.0,Yes
INV003849,77.2,Yes
INV003851,57.833333333333336,Yes
INV003860,46.0,Yes
INV003862,60.166666666666664,Yes
INV003865,85.16666666666667,Yes
INV003868,87.6,Yes
INV003872,45.375,Yes
INV003876,77.6,Yes
INV003880,68.57142857142857,Yes
INV003885,71.6,Yes
INV003892,55.22222222222222,Yes
INV003896,82.0,Yes
INV003897,71.6,Yes
INV003903,50.285714285714285,Yes
INV003905,62.5,Yes
INV003906,55.111111111111114,Yes
INV003912,68.6,Yes
INV003913,61.42857142857143,Yes
INV003916,67.2,Yes
INV003920,66.85714285714286,Yes
INV003936,89.6,Yes
INV003938,52.5,Yes
INV003940,70.66666666666667,Yes
INV003943,42.5,Yes
INV003945,56.333333333333336,Yes
INV003946,69.16666666666667,Yes
INV003948,43.666666666666664,Yes
INV003952,54.666666666666664,Yes
INV003958,85.6,Yes
INV003962,68.71428571428571,Yes
INV003964,51.22222222222222,Yes
INV003968,92.4,Yes
INV003972,84.2,Yes
INV003975,50.142857142857146,Yes
INV003978,68.14285714285714,Yes
INV003979,56.0,Yes
INV003981,67.66666666666667,Yes
INV003985,93.0,Yes
INV003996,95.2,Yes
INV004001,40.285714285714285,Yes
INV004004,40.77777777777778,Yes
INV004005,73.66666666666667,Yes
INV004007,38.833333333333336,Yes
INV004009,62.285714285714285,Yes
INV004014,61.875,Yes
INV004015,88.0,Yes
INV004017,40.5,Yes
INV004023,52.0,Yes
INV004037,74.6,Yes
INV004038,71.66666666666667,Yes
INV004049,48.2,Yes
INV004063,56.57142857142857,Yes
INV004066,75.16666666666667,Yes
INV004069,74.0,Yes
INV004070,67.66666666666667,Yes
INV004079,71.33333333333333,Yes
INV004085,68.33333333333333,Yes
INV004091,73.6,Yes
INV004094,55.8,Yes
INV004098,58.2,Yes
INV004099,58.8,Yes
INV004106,55.8,Yes
INV004112,55.2,Yes
INV004116,54.888888888888886,Yes
INV004118,64.6,Yes
INV004119,73.2,Yes
INV004123,85.0,Yes
INV004124,63.8,Yes
INV004125,61.625,Yes
INV004127,87.6,Yes
INV004128,67.2,Yes
INV004134,35.4,Yes
INV004135,50.111111111111114,Yes
INV004143,97.0,Yes
INV004145,66.2,Yes
INV004146,88.2,Yes
INV004147,72.2,Yes
INV004149,50.2,Yes
INV004151,63.142857142857146,Yes
INV004153,60.0,Yes
INV004154,46.72727272727273,Yes
INV004172,63.0,Yes
INV004174,86.6,Yes
INV004175,67.85714285714286,Yes
INV004177,45.42857142857143,Yes
INV004179,71.2,Yes
INV004181,93.4,Yes
INV004191,77.16666666666667,Yes
INV004196,78.33333333333333,Yes
INV004199,58.2,Yes
INV004202,47.625,Yes
INV004203,66.57142857142857,Yes
INV004208,73.4,Yes
INV004212,69.33333333333333,Yes
INV004216,82.0,Yes
INV004228,72.33333333333333,Yes
INV004232,71.4,Yes
INV004239,61.142857142857146,Yes
INV004241,53.666666666666664,Yes
INV004243,55.714285714285715,Yes
INV004246,34.166666666666664,No
INV004247,87.2,Yes
INV004248,42.666666666666664,Yes
INV004258,49.666666666666664,Yes
INV004266,61.833333333333336,Yes
INV004267,53.333333333333336,Yes
INV004270,69.66666666666667,Yes
INV004271,79.8,Yes
INV004279,50.285714285714285,Yes
INV004281,41.714285714285715,Yes
INV004282,52.857142857142854,Yes
INV004285,76.16666666666667,Yes
INV004288,72.83333333333333,Yes
INV004289,45.9,Yes
INV004293,81.8,Yes
INV004295,44.75,Yes
INV004296,102.2,Yes
INV004297,41.875,Yes
INV004299,64.14285714285714,Yes
INV004306,57.0,Yes
INV004308,84.66666666666667,Yes
INV004314,83.0,Yes
INV004319,60.5,Yes
INV004321,42.0,Yes
INV004324,77.66666666666667,Yes
INV004326,40.111111111111114,Yes
INV004332,64.71428571428571,Yes
INV004335,64.42857142857143,Yes
INV004338,48.888888888888886,Yes
INV004340,67.8,Yes
INV004343,63.0,Yes
INV004348,52.2,Yes
INV004349,72.5,Yes
INV004356,30.8,No
INV004357,72.42857142857143,Yes
INV004358,45.857142857142854,Yes
INV004361,61.57142857142857,Yes
INV004364,80.6,Yes
INV004367,81.6,Yes
INV004372,59.2,Yes
INV004391,57.0,Yes
INV004392,90.4,Yes
INV004400,46.57142857142857,Yes
INV004401,69.85714285714286,Yes
INV004403,73.6,Yes
INV004410,40.9,Yes
INV004411,61.0,Yes
INV004412,82.33333333333333,Yes
INV004413,69.0,Yes
INV004414,53.857142857142854,Yes
INV004421,90.8,Yes
INV004427,50.8,Yes
INV004434,84.6,Yes
INV004446,65.8,Yes
INV004447,49.833333333333336,Yes
INV004450,61.6,Yes
INV004451,84.0,Yes
INV004452,81.0,Yes
INV004454,98.4,Yes
INV004455,50.0,Yes
INV004457,81.4,Yes
INV004459,53.833333333333336,Yes
INV004460,42.5,Yes
INV004463,94.8,Yes
INV004464,62.5,Yes
INV004468,76.83333333333333,Yes
INV004472,50.666666666666664,Yes
INV004473,73.33333333333333,Yes
INV004475,67.83333333333333,Yes
INV004477,58.714285714285715,Yes
INV004484,61.6,Yes
INV004502,74.5,Yes
INV004504,55.142857142857146,Yes
INV004511,37.2,Yes
INV004517,86.6,Yes
INV004521,54.5,Yes
INV004523,87.2,Yes
INV004528,54.0,Yes
INV004531,60.0,Yes
INV004533,55.0,Yes
INV004542,34.0,No
INV004547,67.5,Yes
INV004555,53.142857142857146,Yes
INV004560,48.375,Yes
INV004562,83.8,Yes
INV004563,64.83333333333333,Yes
INV004574,54.57142857142857,Yes
INV004576,63.0,Yes
INV004579,43.857142857142854,Yes
INV004581,72.14285714285714,Yes
INV004589,71.4,Yes
INV004594,59.142857142857146,Yes
INV004598,84.2,Yes
INV004602,59.625,Yes
INV004607,56.0,Yes
INV004608,55.0,Yes
INV004611,51.166666666666664,Yes
INV004614,79.6,Yes
INV004617,39.25,Yes
INV004621,54.25,Yes
INV004625,96.4,Yes
INV004629,64.57142857142857,Yes
INV004630,50.625,Yes
INV004631,64.71428571428571,Yes
INV004633,78.16666666666667,Yes
INV004635,58.666666666666664,Yes
INV004636,75.6,Yes
INV004638,54.333333333333336,Yes
INV004640,68.33333333333333,Yes
INV004641,67.8,Yes
INV004642,54.8,Yes
INV004643,50.6,Yes
INV004646,64.5,Yes
INV004647,70.66666666666667,Yes
INV004650,80.8,Yes
INV004661,69.71428571428571,Yes
INV004665,83.4,Yes
INV004672,72.0,Yes
INV004680,47.166666666666664,Yes
INV004682,42.25,Yes
INV004688,77.6,Yes
INV004692,83.6,Yes
INV004701,20.0,No
INV004704,93.8,Yes
INV004712,48.57142857142857,Yes
INV004715,56.833333333333336,Yes
INV004716,74.0,Yes
INV004737,54.55555555555556,Yes
INV004738,93.2,Yes
INV004741,72.33333333333333,Yes
INV004753,61.4,Yes
INV004755,61.166666666666664,Yes
INV004761,71.4,Yes
INV004763,83.5,Yes
INV004764,83.0,Yes
INV004770,72.85714285714286,Yes
INV004776,57.375,Yes
INV004780,69.5,Yes
INV004785,66.16666666666667,Yes
INV004787,72.33333333333333,Yes
INV004798,53.666666666666664,Yes
INV004804,79.2,Yes
INV004805,44.666666666666664,Yes
INV004807,36.857142857142854,Yes
INV004813,62.0,Yes
INV004819,62.0,Yes
INV004825,70.0,Yes
INV004833,65.4,Yes
INV004834,38.625,Yes
INV004840,41.0,Yes
INV004843,50.857142857142854,Yes
INV004844,66.66666666666667,Yes
INV004845,81.8,Yes
INV004847,73.5,Yes
INV004848,54.125,Yes
INV004860,78.4,Yes
INV004863,68.0,Yes
INV004864,43.285714285714285,Yes
INV004865,76.33333333333333,Yes
INV004868,56.0,Yes
INV004871,69.14285714285714,Yes
INV004877,80.5,Yes
INV004889,70.66666666666667,Yes
INV004891,55.857142857142854,Yes
INV004896,79.4,Yes
INV004901,54.6,Yes
INV004911,63.666666666666664,Yes
INV004913,87.0,Yes
INV004916,75.5,Yes
INV004917,51.0,Yes
INV004924,59.75,Yes
INV004925,70.83333333333333,Yes
INV004926,66.28571428571429,Yes
INV004927,34.166666666666664,No
INV004947,45.0,Yes
INV004953,67.16666666666667,Yes
INV004956,59.142857142857146,Yes
INV004958,73.16666666666667,Yes
INV004959,68.6,Yes
INV004967,63.2,Yes
INV004973,55.0,Yes
INV004974,52.42857142857143,Yes
INV004978,63.833333333333336,Yes
INV004981,49.142857142857146,Yes
INV004983,57.666666666666664,Yes
INV004984,75.33333333333333,Yes
INV004986,81.33333333333333,Yes
INV004992,81.5,Yes
INV004996,46.333333333333336,Yes
INV004997,71.0,Yes
